1.2,0.0632,33
1.2,0.0632,33
1.2,0.0639,30
1.2,0.0751,37
1.2,0.084,41
1.2,0.0732,33
1.2,0.0645,33
1.2,0.0572,30
1.2,0.0715,33
1.2,0.0692,33
1.2,0.0728,33
1.2,0.0845,45
1.2,0.0803,37
1.2,0.0903,45
1.2,0.0698,37
1.2,0.0682,33
1.2,0.053,26
1.2,0.0626,30
1.2,0.0709,37
1.2,0.0686,33
1.2,0.0618,33
1.2,0.0463,26
1.2,0.0669,33
1.2,0.0791,41
1.2,0.0725,37
1.5,0.0827,41
1.5,0.0728,37
1.5,0.0767,37
1.5,0.0651,33
1.5,0.0729,33
1.5,0.0713,37
1.5,0.066,33
1.5,0.0636,33
1.5,0.0705,33
1.5,0.0865,41
1.5,0.09,45
1.5,0.0906,45
1.5,0.0852,41
1.5,0.0889,45
1.5,0.09,45
1.5,0.0779,41
1.5,0.0751,37
1.5,0.0814,41
1.5,0.0778,37
1.5,0.0927,45
1.5,0.0803,41
1.5,0.0714,33
1.5,0.0584,26
1.5,0.0657,33
1.5,0.0644,30
1.8,0.0743,37
1.8,0.0774,37
1.8,0.0757,37
1.8,0.0623,30
1.8,0.0578,30
1.8,0.0655,33
1.8,0.0765,41
1.8,0.0742,37
1.8,0.075,37
1.8,0.0632,33
1.8,0.0759,37
1.8,0.0682,33
1.8,0.0773,37
1.8,0.0576,30
1.8,0.0613,30
1.8,0.0752,37
1.8,0.0738,37
1.8,0.0791,37
1.8,0.0555,26
1.8,0.0586,30
1.8,0.0588,30
1.8,0.0725,37
1.8,0.0789,37
1.8,0.069,33
1.8,0.0548,26
2,0.0601,30
2,0.0704,33
2,0.081,41
2,0.0805,41
2,0.0891,45
2,0.0868,41
2,0.0903,45
2,0.0803,41
2,0.0865,41
2,0.0831,41
2,0.0881,41
2,0.0811,41
2,0.0995,48
2,0.0865,41
2,0.0943,45
2,0.0772,37
2,0.0839,41
2,0.0716,37
2,0.0828,41
2,0.076,37
2,0.0855,41
2,0.0805,41
2,0.0908,45
2,0.0828,41
2,0.0896,45
2.4,0.0755,37
2.4,0.0679,33
2.4,0.0661,33
2.4,0.0757,37
2.4,0.0759,37
2.4,0.0701,33
2.4,0.0609,33
2.4,0.0654,33
2.4,0.0679,33
2.4,0.0613,30
2.4,0.0592,26
2.4,0.0633,33
2.4,0.0655,33
2.4,0.0694,33
2.4,0.0542,26
2.4,0.0492,26
2.4,0.066,33
2.4,0.0575,26
2.4,0.0559,30
2.4,0.0684,33
2.4,0.0648,30
2.4,0.0657,33
2.4,0.0566,30
2.4,0.0519,26
2.4,0.0635,33
2.7,0.0544,30
2.7,0.0508,22
2.7,0.0669,33
2.7,0.0794,37
2.7,0.0861,45
2.7,0.0712,37
2.7,0.0614,30
2.7,0.0318,18
2.7,0.062,33
2.7,0.0369,18
2.7,0.0531,26
2.7,0.0409,18
2.7,0.0631,30
2.7,0.0725,33
2.7,0.0724,33
2.7,0.0785,37
2.7,0.0628,33
2.7,0.0604,30
2.7,0.0494,26
2.7,0.0727,33
2.7,0.0833,41
2.7,0.0859,45
2.7,0.0865,45
2.7,0.0835,41
2.7,0.0785,41
3.6,0.0716,37
3.6,0.0681,33
3.6,0.0537,26
3.6,0.0606,26
3.6,0.0796,41
3.6,0.0832,37
3.6,0.0803,41
3.6,0.0805,37
3.6,0.0684,33
3.6,0.0832,41
3.6,0.0908,48
3.6,0.0807,37
3.6,0.0853,45
3.6,0.077,37
3.6,0.0825,41
3.6,0.0593,30
3.6,0.0616,33
3.6,0.0616,30
3.6,0.0797,37
3.6,0.0855,41
3.6,0.0791,37
3.6,0.0814,41
3.6,0.0777,37
3.6,0.0771,37
3.6,0.0767,37
5.6,0.0861,45
5.6,0.074,37
5.6,0.0953,48
5.6,0.0883,41
5.6,0.0891,45
5.6,0.0771,37
5.6,0.0824,41
5.6,0.0505,26
5.6,0.052,26
5.6,0.0676,33
5.6,0.0657,33
5.6,0.062,30
5.6,0.0575,30
5.6,0.0599,30
5.6,0.0747,37
5.6,0.0785,37
5.6,0.0913,45
5.6,0.0778,37
5.6,0.0828,41
5.6,0.0643,33
5.6,0.06,30
5.6,0.0507,26
5.6,0.068,33
5.6,0.0811,41
5.6,0.0703,37
8.2,0.0637,30
8.2,0.0553,26
8.2,0.0618,30
8.2,0.0782,41
8.2,0.0725,33
8.2,0.0821,41
8.2,0.0724,33
8.2,0.0794,37
8.2,0.0522,26
8.2,0.0659,30
8.2,0.0713,37
8.2,0.0731,33
8.2,0.0827,41
8.2,0.069,33
8.2,0.0505,26
8.2,0.057,26
8.2,0.075,33
8.2,0.0714,37
8.2,0.0435,22
8.2,0.0539,26
8.2,0.0759,37
8.2,0.0778,37
8.2,0.0838,41
8.2,0.0732,37
8.2,0.0798,41
10,0.0678,33
10,0.0711,33
10,0.0682,33
10,0.0737,33
10,0.082,41
10,0.0917,45
10,0.0682,33
10,0.0867,45
10,0.0772,41
10,0.0837,45
10,0.071,37
10,0.0755,37
10,0.0462,26
10,0.0683,33
10,0.0791,37
10,0.0737,33
10,0.0618,30
10,0.0528,26
10,0.0646,30
10,0.0755,37
10,0.0823,41
10,0.0824,41
10,0.0844,41
10,0.0742,37
10,0.0624,33
12,0.0764,37
12,0.0654,33
12,0.0579,26
12,0.0805,41
12,0.0857,41
12,0.0722,37
12,0.0801,41
12,0.065,30
12,0.066,33
12,0.0774,41
12,0.0782,37
12,0.0863,41
12,0.0733,37
12,0.0828,41
12,0.077,37
12,0.0766,37
12,0.0611,30
12,0.0726,33
12,0.0669,33
12,0.0692,33
12,0.0752,37
12,0.0801,41
12,0.0945,45
12,0.108,52
12,0.0885,45
15,0.0775,37
15,0.0643,33
15,0.0578,26
15,0.0737,37
15,0.0705,33
15,0.0702,33
15,0.0597,30
15,0.0671,33
15,0.0689,37
15,0.0642,33
15,0.0826,41
15,0.0761,37
15,0.0806,41
15,0.0709,33
15,0.0777,37
15,0.0593,30
15,0.0789,37
15,0.0675,33
15,0.0884,41
15,0.0779,37
15,0.0655,33
15,0.0726,37
15,0.0755,33
15,0.0624,33
15,0.0867,41
18,0.0771,41
18,0.0852,41
18,0.0729,37
18,0.0734,33
18,0.0775,37
18,0.0901,45
18,0.0685,33
18,0.0764,41
18,0.0707,33
18,0.0881,41
18,0.0726,37
18,0.0508,26
18,0.0698,37
18,0.0808,37
18,0.0853,45
18,0.0756,33
18,0.0657,33
18,0.0698,33
18,0.0786,37
18,0.064,30
18,0.0747,37
18,0.06,30
18,0.0857,41
18,0.0707,33
18,0.0811,41
24,0.0653,33
24,0.0616,30
24,0.0676,33
24,0.0698,33
24,0.0697,37
24,0.0532,30
