0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.6,0.1424,71
3.6,0.1487,71
3.6,0.1479,75
3.6,0.154,75
3.6,0.1606,78
3.6,0.1652,82
3.6,0.1699,82
3.6,0.1707,82
3.6,0.1698,86
3.6,0.1714,78
3.6,0.1696,82
3.6,0.1698,82
3.6,0.1717,82
3.6,0.1682,82
3.6,0.1696,82
3.6,0.177,86
3.6,0.18,86
3.6,0.1833,86
3.6,0.1888,93
5.6,0.1922,97
5.6,0.1863,93
5.6,0.1842,86
5.6,0.1874,93
5.6,0.1891,93
5.6,0.1912,93
5.6,0.1896,93
5.6,0.1958,93
5.6,0.1846,93
5.6,0.1823,90
5.6,0.1888,93
5.6,0.1953,97
5.6,0.1938,97
5.6,0.1942,97
5.6,0.1967,93
5.6,0.1901,93
5.6,0.1884,90
5.6,0.1863,93
5.6,0.191,93
5.6,0.1875,93
5.6,0.1848,90
5.6,0.1805,86
5.6,0.1766,86
5.6,0.174,82
5.6,0.1685,78
8.2,0.1662,78
8.2,0.1579,78
8.2,0.1597,75
8.2,0.1632,78
8.2,0.1656,82
8.2,0.1653,78
8.2,0.169,82
8.2,0.1658,82
8.2,0.1655,82
8.2,0.1696,82
8.2,0.1732,86
8.2,0.1701,82
8.2,0.1692,82
8.2,0.168,82
8.2,0.17,86
8.2,0.1689,86
8.2,0.1691,86
8.2,0.1667,82
8.2,0.1654,82
8.2,0.165,82
8.2,0.1641,82
8.2,0.1647,82
8.2,0.1632,82
8.2,0.1642,82
8.2,0.1633,78
10,0.1643,82
10,0.1645,78
10,0.1668,82
10,0.1678,82
10,0.168,78
10,0.1633,82
10,0.1702,82
10,0.172,82
10,0.1766,86
10,0.1701,86
10,0.168,82
10,0.1675,82
10,0.1707,82
10,0.173,86
10,0.1692,78
10,0.1642,78
10,0.1605,78
10,0.1626,82
10,0.1609,78
10,0.1639,82
10,0.1629,78
10,0.158,78
10,0.1534,78
10,0.1564,78
10,0.1587,75
12,0.1477,75
12,0.1509,75
12,0.1509,75
12,0.1516,71
12,0.1529,75
12,0.1558,75
12,0.1567,75
12,0.1593,78
12,0.1542,78
12,0.1548,75
12,0.154,75
12,0.156,71
12,0.1537,75
12,0.1458,75
12,0.1504,75
12,0.1475,75
12,0.1506,75
12,0.1514,75
12,0.1545,75
12,0.1536,75
12,0.1521,71
12,0.1532,75
12,0.1563,78
12,0.1595,75
12,0.1574,78
15,0.1564,75
15,0.1579,78
15,0.16,82
15,0.168,78
15,0.1635,78
15,0.1664,82
15,0.1679,82
15,0.1731,82
15,0.1745,86
15,0.1733,82
15,0.1751,86
15,0.1776,90
15,0.1768,86
15,0.1769,86
15,0.1752,86
15,0.1731,86
15,0.1704,86
15,0.1718,86
15,0.1723,86
15,0.1719,82
15,0.1688,82
15,0.1686,82
15,0.1673,82
15,0.1691,82
15,0.1691,82
18,0.1684,82
18,0.1706,82
18,0.1672,78
18,0.1673,82
18,0.1699,78
18,0.1747,78
18,0.1731,86
18,0.1693,78
18,0.1694,82
18,0.1696,82
18,0.1692,82
18,0.1665,78
18,0.1671,82
18,0.1702,78
18,0.1668,82
18,0.1712,82
18,0.1671,78
18,0.1633,82
18,0.1589,71
18,0.161,75
18,0.1608,82
18,0.1669,75
18,0.1679,82
18,0.1705,82
18,0.1685,82
24,0.1674,82
24,0.1641,82
24,0.162,82
24,0.1635,78
24,0.1612,78
24,0.1613,75
24,0.1575,75
24,0.1593,75
24,0.1597,78
24,0.1584,75
24,0.1587,78
24,0.1516,71
24,0.1557,75
24,0.1474,71
24,0.1587,75
24,0.1561,75
24,0.1562,78
24,0.1597,78
24,0.1617,78
24,0.1607,82
24,0.1623,78
24,0.1623,82
24,0.1622,78
24,0.1622,82
24,0.1635,82
